,sum_of_gross_amount,department_name_encoded,product_type_name_encoded,department_id,discount,gross_amount,unitary_net_amount,purchases,section_name_encoded,unitary_gross_amount,net_amount,product_code,variant,article,index_group_name_encoded
0,856.0645352276191,921.3984922555555,573.2491238404285,302.328671292245,519.0675975975,95.50968767777778,270.13048447142853,28.704620345000002,534.7020990333334,118.16599118399999,139.605596918,44.525981898333335,135.1191635514,110.54432235499998,242.54921118000001
