,sum_of_gross_amount,department_id,section_name_encoded,discount,unitary_gross_amount,variant,net_amount,product_code,unitary_net_amount,department_name_encoded,article,uplift1,product_type_name_encoded,index_group_name_encoded,purchases
0,233.3804033404348,92.76231908,108.13066147999999,49.69722955649999,42.317443866666665,23.014137761857143,10.99891862656,19.445144658500002,20.750345856666666,79.36654037150343,25.8933372595,148.43151127587547,88.8784503226667,107.843262,0.234106064
